 ,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sale Amount,Cost Price,Profit,Payment Mode,Delivery Status,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Stock Left
ORD1355,27-12-2024,02-01-2025,CUST716,Paul Cooper,Consumer,PROD3397,File Folder,Office Supplies,West,Wyoming,Bryanfort,2,2352,10,4233.6,2562.76,1670.84,UPI,Cancelled,No,0,Ewing PLC,florestimothy@example.net,23
ORD1356,20-05-2025,26-05-2025,CUST338,Ruth Cobb,Home Office,PROD4934,Rice Bag,Grocery,South,Louisiana,Smithville,4,4851,0,19404,12224.62,7179.38,UPI,Cancelled,No,0,Serrano-Henson,margaret66@example.com,16
ORD1357,03-06-2025,05-06-2025,CUST986,Jason Perry,Corporate,PROD6201,Sofa,Furniture,West,Illinois,North Nichole,6,1535,10,8289,6917.73,1371.27,Debit Card,Delivered,No,0,"Ortiz, Rivers and Friedman",harrisjeffrey@example.com,38
ORD1358,13-05-2024,19-05-2024,CUST855,Patricia Joyce,Home Office,PROD9412,File Folder,Office Supplies,South,North Carolina,Brianside,2,4090,10,7362,5053.65,2308.35,Credit Card,Delivered,Yes,30,Taylor-Palmer,adamsavage@example.org,9
ORD1359,24-06-2024,01-07-2024,CUST648,Brenda Adams,Consumer,PROD9527,Mouse,Electronics,South,West Virginia,Martinmouth,7,4346,15,25858.7,15715.78,10142.92,UPI,Delivered,No,0,"Smith, Parker and Gordon",acevedocraig@example.com,38
ORD1360,19-05-2024,26-05-2024,CUST681,Joanne Johnson,Consumer,PROD5035,Cooking Oil,Grocery,North,Iowa,West Laurenport,7,1719,5,11431.35,8000.26,3431.09,Debit Card,Returned,No,0,"Gonzales, Jackson and Douglas",otaylor@example.org,12
ORD1361,20-03-2025,22-03-2025,CUST379,Vanessa Benson,Corporate,PROD5701,Bookshelf,Furniture,North,Maryland,West Sara,1,3748,10,3373.2,2543.88,829.32,Net Banking,Delivered,No,0,Hart-Parks,srice@example.net,31
ORD1362,15-05-2024,20-05-2024,CUST759,Amanda Garcia,Consumer,PROD7279,Headphones,Electronics,East,Connecticut,East Suzannetown,8,4581,10,32983.2,27066.95,5916.25,Net Banking,Cancelled,No,0,Wheeler PLC,angelbowers@example.org,32
ORD1363,10-10-2024,17-10-2024,CUST859,Edward Flores,Home Office,PROD7872,Sofa,Furniture,East,Hawaii,Juanside,7,366,0,2562,2137.36,424.64,Cash,Delivered,No,0,Brock-Pearson,mary56@example.net,45
ORD1364,16-04-2024,17-04-2024,CUST381,Raymond Horn,Consumer,PROD3175,Office Chair,Furniture,North,Illinois,Monicaton,5,528,0,2640,2203.04,436.96,Cash,Pending,No,0,"Haley, Stein and Gibson",jonesandrew@example.org,30
ORD1365,31-08-2024,02-09-2024,CUST834,Sarah Spencer,Home Office,PROD7709,Keyboard,Electronics,South,Maine,Hernandezmouth,10,3029,10,27261,17504.1,9756.9,Cash,Cancelled,No,0,Chen-Taylor,yrivera@example.org,19
ORD1366,15-02-2025,22-02-2025,CUST837,Amy Willis,Home Office,PROD6221,Study Table,Furniture,East,Arizona,New Amychester,8,3355,15,22814,15603.9,7210.1,UPI,Returned,No,0,Olson and Sons,morrisnicole@example.net,43
ORD1367,30-12-2023,05-01-2024,CUST524,Samantha Stevenson,Corporate,PROD1344,File Folder,Office Supplies,East,Ohio,Kristinashire,2,4135,5,7856.5,4769.72,3086.78,Debit Card,Returned,No,0,Long-Collins,briggslauren@example.org,41
ORD1368,17-09-2025,18-09-2025,CUST156,Peter Simmons,Corporate,PROD3931,Bookshelf,Furniture,East,Wyoming,New Michaeltown,6,498,0,2988,2182.45,805.55,Cash,Pending,No,0,Johnson Inc,tnielsen@example.net,48
ORD1369,27-01-2024,28-01-2024,CUST191,Brian Carlson,Home Office,PROD7528,Calculator,Office Supplies,North,Michigan,Quinntown,4,2089,10,7520.4,5483.44,2036.96,Net Banking,Returned,No,0,Martin Group,wilsonlisa@example.org,14
ORD1370,14-12-2024,20-12-2024,CUST909,Emily Crawford,Consumer,PROD9841,Juice Pack,Grocery,North,Iowa,Velezview,6,3257,20,15633.6,10441.82,5191.78,UPI,Cancelled,No,0,"Holder, Mcdonald and Gomez",laurenpeterson@example.com,12
ORD1371,01-06-2024,06-06-2024,CUST550,Timothy Phillips,Home Office,PROD8110,Cooking Oil,Grocery,South,Alaska,East Pamela,9,4160,10,33696,22949.54,10746.46,Credit Card,Returned,Yes,49,Mathews LLC,ashleytucker@example.org,4
ORD1372,16-07-2024,19-07-2024,CUST974,Victoria Ellison,Consumer,PROD2738,File Folder,Office Supplies,East,South Carolina,Yvonneton,5,1634,10,7353,5432.32,1920.68,Cash,Returned,No,0,Brennan PLC,perezlinda@example.com,44
ORD1373,23-10-2024,26-10-2024,CUST902,Megan Holt,Consumer,PROD9952,Office Chair,Furniture,East,California,Leonchester,10,2780,20,22240,13570.96,8669.04,Credit Card,Pending,No,0,Gilmore Inc,ksmith@example.org,19
ORD1374,15-01-2025,19-01-2025,CUST449,Daniel Rhodes,Consumer,PROD9182,Keyboard,Electronics,South,Delaware,Lake Robert,10,1490,20,11920,9771.01,2148.99,Debit Card,Returned,No,0,Hickman-Lewis,fmelendez@example.com,28
ORD1375,03-02-2024,07-02-2024,CUST769,Angela Diaz,Corporate,PROD4626,Headphones,Electronics,East,Utah,North Margaretberg,6,787,5,4485.9,3899.84,586.06,Credit Card,Cancelled,No,0,Jimenez Ltd,rclements@example.org,27
ORD1376,28-09-2024,30-09-2024,CUST214,Dawn Rosales,Consumer,PROD8079,Juice Pack,Grocery,East,Maryland,Cohenport,9,2672,10,21643.2,18027.82,3615.38,Net Banking,Pending,No,0,Montoya and Sons,amanda46@example.net,42
ORD1377,18-06-2024,20-06-2024,CUST545,Joseph Lee,Corporate,PROD2020,Pen,Office Supplies,West,New York,South Michelle,2,4445,10,8001,6757.91,1243.09,Credit Card,Returned,No,0,"Smith, Contreras and Rogers",kathleenlopez@example.net,19
ORD1378,12-09-2025,13-09-2025,CUST686,Melissa Fritz,Corporate,PROD9958,Office Chair,Furniture,South,Rhode Island,Watsonside,2,1561,5,2965.9,2344.91,620.99,Net Banking,Pending,No,0,Young-Carrillo,patricia35@example.com,47
ORD1379,28-11-2024,03-12-2024,CUST463,Robert Jones,Corporate,PROD9248,Juice Pack,Grocery,North,Montana,Delgadotown,10,2872,20,22976,14047.99,8928.01,UPI,Returned,No,0,"Thompson, Williams and Hays",william53@example.org,19
ORD1380,08-07-2025,10-07-2025,CUST811,Sheena Bennett,Home Office,PROD1620,Sugar,Grocery,South,Rhode Island,North Katie,3,4409,20,10581.6,9282.95,1298.65,Credit Card,Delivered,Yes,30,"Hooper, Collins and Brown",ashley27@example.net,8
ORD1381,09-02-2025,14-02-2025,CUST807,Sean Hunt,Home Office,PROD3827,Cooking Oil,Grocery,West,North Carolina,Manningfurt,3,572,20,1372.8,831.71,541.09,Cash,Cancelled,No,0,Carter-Young,jennifer06@example.com,19
ORD1382,27-12-2023,31-12-2023,CUST317,Austin Graham,Corporate,PROD4540,Juice Pack,Grocery,East,Mississippi,Lake Madison,7,1365,20,7644,5566.52,2077.48,Net Banking,Cancelled,No,0,"Baxter, Miller and Moss",caitlynlarsen@example.org,15
ORD1383,24-08-2024,30-08-2024,CUST106,Victor Whitaker,Home Office,PROD3617,Laptop,Electronics,South,Missouri,Lake Ashleyville,6,3040,5,17328,14782.65,2545.35,UPI,Cancelled,No,0,Moore-Olson,chill@example.net,26
ORD1384,01-09-2024,03-09-2024,CUST632,Phillip Turner,Home Office,PROD9876,File Folder,Office Supplies,East,West Virginia,West Pamelachester,4,4604,0,18416,16572.24,1843.76,Credit Card,Delivered,No,0,"Bell, Taylor and Hall",steven96@example.org,45
ORD1385,25-08-2024,28-08-2024,CUST699,Caitlyn Williams,Home Office,PROD3262,Office Chair,Furniture,North,Rhode Island,North Mitchellshire,9,1483,10,12012.3,7381.39,4630.91,Net Banking,Returned,Yes,33,Cook and Sons,kelseyrivera@example.com,0
ORD1386,07-10-2024,10-10-2024,CUST672,Troy Hayes,Consumer,PROD4880,Cooking Oil,Grocery,East,Wisconsin,East Erika,3,2457,20,5896.8,4637.62,1259.18,Net Banking,Returned,No,0,"Mccullough, Calderon and Wright",tammyhenderson@example.org,11
ORD1387,20-06-2024,23-06-2024,CUST144,Jackie Thompson,Home Office,PROD5137,Snacks,Grocery,North,New Jersey,East Luiston,2,1611,20,2577.6,1860.84,716.76,Debit Card,Delivered,Yes,20,Johnson Inc,jasongardner@example.net,0
ORD1388,03-10-2025,08-10-2025,CUST963,Nicholas Williams,Corporate,PROD2858,Rice Bag,Grocery,South,New Jersey,Lake Ronaldhaven,1,3703,15,3147.55,2332.91,814.64,UPI,Delivered,No,0,Campbell and Sons,joseph20@example.org,29
ORD1389,02-11-2024,03-11-2024,CUST999,David Garcia,Corporate,PROD3741,Keyboard,Electronics,West,Wyoming,Michelleshire,10,4489,10,40401,24834.45,15566.55,UPI,Pending,No,0,Benton-Williams,tanyarogers@example.net,14
ORD1390,29-08-2024,31-08-2024,CUST550,Ashley Richard,Home Office,PROD6012,Headphones,Electronics,North,Nebraska,East Melissa,6,3910,5,22287,17855.69,4431.31,Net Banking,Returned,Yes,50,Brock Inc,ferickson@example.com,4
ORD1391,20-11-2023,23-11-2023,CUST456,Samantha Harris,Consumer,PROD1589,Mouse,Electronics,West,North Dakota,Thomasmouth,4,503,5,1911.4,1464.8,446.6,Credit Card,Delivered,No,0,Hill Inc,xbuchanan@example.com,39
ORD1392,01-07-2024,05-07-2024,CUST358,Sarah Chung,Consumer,PROD1371,File Folder,Office Supplies,South,Arkansas,East Chadburgh,1,3134,15,2663.9,2180.19,483.71,Net Banking,Returned,No,0,Carlson-Walker,sydney96@example.net,10
ORD1393,17-04-2024,18-04-2024,CUST320,James Nelson,Home Office,PROD6886,Laptop,Electronics,West,Vermont,North Michele,5,4147,20,16588,12714.14,3873.86,UPI,Delivered,Yes,32,Shelton Ltd,fergusonjessica@example.com,8
ORD1394,21-01-2025,26-01-2025,CUST471,Brad Collier,Consumer,PROD6310,Laptop,Electronics,East,South Dakota,West Emma,8,631,5,4795.6,3046.94,1748.66,Credit Card,Cancelled,Yes,41,"Johnson, Clark and Robertson",tayloranna@example.com,2
ORD1395,02-09-2024,04-09-2024,CUST122,Samantha Hall,Corporate,PROD9057,Calculator,Office Supplies,South,Oregon,Charlesview,8,1129,15,7677.2,6014.62,1662.58,Credit Card,Returned,Yes,30,"Moore, Joseph and Perez",lori64@example.net,2
ORD1396,27-07-2025,29-07-2025,CUST721,James Allen,Home Office,PROD9007,Snacks,Grocery,East,Kansas,West James,2,3694,5,7018.6,4227.44,2791.16,Debit Card,Returned,Yes,31,Berger Group,hollowaysean@example.net,1
ORD1397,05-05-2025,07-05-2025,CUST707,Ryan Watson,Corporate,PROD9056,Monitor,Electronics,North,Arkansas,East Antoniostad,5,2847,0,14235,12504.19,1730.81,Debit Card,Returned,No,0,Bennett-Strickland,sanfordpatricia@example.org,29
ORD1398,26-05-2025,01-06-2025,CUST954,Joshua Peters,Corporate,PROD3688,Notebook,Office Supplies,West,Utah,New Alyssaberg,9,2502,10,20266.2,13022.31,7243.89,Cash,Returned,No,0,Hartman Group,rodriguezdawn@example.org,25
ORD1399,24-03-2025,28-03-2025,CUST199,Karen Simpson,Home Office,PROD4794,Notebook,Office Supplies,East,Wyoming,Port Randy,4,2769,10,9968.4,8420.29,1548.11,UPI,Pending,No,0,Hall PLC,matthew94@example.net,15
ORD1400,04-09-2024,05-09-2024,CUST698,Rebecca Mitchell,Corporate,PROD9847,Keyboard,Electronics,South,New Jersey,North Michael,6,3775,0,22650,16444.03,6205.97,Credit Card,Returned,No,0,"Lowery, Sellers and Taylor",mhill@example.net,42
ORD1401,18-05-2024,25-05-2024,CUST686,Tracy Hobbs,Home Office,PROD8500,Calculator,Office Supplies,West,Kansas,Chandlerchester,3,1054,15,2687.7,2106.88,580.82,Credit Card,Cancelled,No,0,Wheeler-Fletcher,rita01@example.net,20
ORD1402,14-02-2024,19-02-2024,CUST559,Kevin Smith,Consumer,PROD2330,File Folder,Office Supplies,North,Nevada,Wellsburgh,2,3041,15,5169.7,3825.67,1344.03,UPI,Delivered,No,0,Stephens-White,richardrogers@example.net,39
ORD1403,17-02-2024,23-02-2024,CUST640,Bruce Anderson,Consumer,PROD3856,Juice Pack,Grocery,East,Utah,Jasmineberg,1,2459,10,2213.1,1704.24,508.86,Credit Card,Delivered,No,0,"King, Bates and Collins",qrobles@example.net,34
ORD1404,21-02-2025,28-02-2025,CUST557,Matthew Murphy,Consumer,PROD8194,Dining Table,Furniture,East,Arizona,Michaelaville,2,2637,15,4482.9,3997.98,484.92,Credit Card,Pending,No,0,Cruz and Sons,lejenna@example.org,19
ORD1405,29-07-2025,30-07-2025,CUST166,Linda Roberts,Consumer,PROD4003,File Folder,Office Supplies,West,North Carolina,New Kathryn,6,242,5,1379.4,1237.13,142.27,Credit Card,Returned,No,0,Miller Group,rhondareese@example.org,25
ORD1406,29-05-2025,01-06-2025,CUST278,Roy Garcia,Corporate,PROD1612,Rice Bag,Grocery,South,New York,Lake Patrick,4,852,0,3408,3031.92,376.08,Net Banking,Delivered,Yes,27,Taylor PLC,perryamy@example.net,2
ORD1407,02-09-2025,03-09-2025,CUST809,Lisa Mooney,Consumer,PROD5791,Calculator,Office Supplies,North,Missouri,West Janeborough,2,3093,20,4948.8,3822.14,1126.66,Credit Card,Delivered,Yes,42,Roman and Sons,tammy44@example.com,9
ORD1408,17-12-2024,21-12-2024,CUST391,Donald Williams,Home Office,PROD2001,Headphones,Electronics,South,Massachusetts,Lake David,5,4200,5,19950,17126.7,2823.3,Debit Card,Pending,Yes,21,"Dawson, Stephenson and Johns",moconnor@example.com,3
ORD1409,12-04-2024,13-04-2024,CUST949,Elijah Brown,Consumer,PROD1592,Juice Pack,Grocery,North,Mississippi,Ericport,5,4937,20,19748,15721.1,4026.9,Net Banking,Delivered,No,0,Hendricks and Sons,kevinsmith@example.net,17
ORD1410,11-03-2025,14-03-2025,CUST605,Patrick Bryan,Consumer,PROD2684,Keyboard,Electronics,North,Georgia,Lopezport,10,261,10,2349,1730.2,618.8,UPI,Pending,No,0,"Curtis, Thomas and Espinoza",paul13@example.com,49
ORD1411,27-06-2024,28-06-2024,CUST586,Cynthia Jones MD,Consumer,PROD4967,Sugar,Grocery,West,Oregon,North Allisonhaven,10,931,10,8379,7048.87,1330.13,Net Banking,Pending,No,0,Vasquez-Stephenson,stephanie54@example.org,42
ORD1412,15-06-2025,22-06-2025,CUST494,William Lee,Corporate,PROD1845,Bookshelf,Furniture,South,Alabama,Warrenmouth,6,3296,10,17798.4,14208.69,3589.71,UPI,Delivered,No,0,Johns-Gregory,coloncynthia@example.org,14
ORD1413,31-10-2024,03-11-2024,CUST317,Chelsey Cole,Corporate,PROD9229,Headphones,Electronics,South,Louisiana,Trevinomouth,3,3928,15,10016.4,7204.14,2812.26,Net Banking,Delivered,No,0,"Jimenez, Brown and Ware",qroth@example.org,49
ORD1414,24-04-2024,26-04-2024,CUST697,Lori Jordan,Corporate,PROD2004,File Folder,Office Supplies,South,Montana,West Carol,6,365,5,2080.5,1557.53,522.97,UPI,Delivered,No,0,"Robinson, Allen and Alexander",ayalathomas@example.com,20
ORD1415,18-05-2025,21-05-2025,CUST191,Stacey Reyes DDS,Corporate,PROD6889,Study Table,Furniture,South,Massachusetts,Greenburgh,2,249,10,448.2,373.98,74.22,Credit Card,Returned,No,0,Moore-Novak,wsullivan@example.org,30
ORD1416,22-08-2024,24-08-2024,CUST908,Marcus Gross,Home Office,PROD5518,Keyboard,Electronics,North,Louisiana,North Nancy,9,1302,15,9960.3,8825.67,1134.63,Net Banking,Delivered,No,0,Duncan-Wilson,amanda66@example.com,30
ORD1417,12-01-2025,16-01-2025,CUST801,Sergio Smith,Home Office,PROD5922,Laptop,Electronics,West,South Dakota,South Thomasshire,1,3667,10,3300.3,2672.3,628,Credit Card,Returned,Yes,22,Wagner Ltd,iwhite@example.org,8
ORD1418,09-06-2024,12-06-2024,CUST280,Omar Tate,Consumer,PROD8476,Bookshelf,Furniture,South,New Jersey,South Ashleyland,9,3852,15,29467.8,24383.36,5084.44,Debit Card,Returned,No,0,Castillo Group,michael35@example.org,42
ORD1419,23-09-2024,25-09-2024,CUST773,Leslie Davis,Home Office,PROD7506,Keyboard,Electronics,North,Delaware,Lake Jameschester,8,4959,0,39672,34267.27,5404.73,Credit Card,Returned,No,0,Key LLC,sextongarrett@example.org,15
ORD1420,20-06-2025,27-06-2025,CUST456,Mary Johnson,Corporate,PROD3186,Juice Pack,Grocery,West,Delaware,Perrymouth,6,1181,10,6377.4,4261.29,2116.11,Credit Card,Delivered,No,0,"Soto, Kennedy and Gonzalez",bridgetwalker@example.org,31
ORD1421,25-02-2025,03-03-2025,CUST811,Kevin Padilla,Consumer,PROD5017,Headphones,Electronics,South,Tennessee,Bryanbury,5,2646,20,10584,7153.35,3430.65,UPI,Cancelled,Yes,50,Harris-Sanders,brianward@example.org,6
ORD1422,28-04-2024,01-05-2024,CUST413,Randy Gay,Home Office,PROD7797,Stapler,Office Supplies,East,Montana,Kennethberg,5,218,0,1090,828.71,261.29,Cash,Delivered,No,0,David-Duncan,stephenpitts@example.net,45
ORD1423,12-02-2025,18-02-2025,CUST962,Timothy Rasmussen,Home Office,PROD8650,Sofa,Furniture,South,Texas,Cannonview,4,2803,0,11212,7402.62,3809.38,UPI,Returned,Yes,29,"Rivera, Parker and Stein",knightdaniel@example.net,2
ORD1424,04-03-2024,09-03-2024,CUST326,Veronica Gardner,Home Office,PROD1886,Snacks,Grocery,South,Arkansas,Kellychester,7,2121,10,13362.3,10105.37,3256.93,UPI,Pending,No,0,Walters LLC,marcushall@example.org,40
ORD1425,25-01-2025,29-01-2025,CUST200,Alexander Avery,Home Office,PROD4675,Laptop,Electronics,West,New Hampshire,Kathyville,6,4771,20,22900.8,17602.6,5298.2,Cash,Cancelled,Yes,34,Payne Ltd,melissa14@example.com,3
ORD1426,13-01-2025,19-01-2025,CUST468,Mary Fowler,Corporate,PROD7314,Monitor,Electronics,East,Alaska,Doriston,4,2621,20,8387.2,7270.11,1117.09,Credit Card,Returned,No,0,"Hahn, Gonzalez and Lewis",brittany28@example.com,24
ORD1427,21-01-2024,27-01-2024,CUST696,Elizabeth Day,Consumer,PROD7648,Calculator,Office Supplies,West,Idaho,Port Gina,1,323,0,323,271.91,51.09,Net Banking,Pending,No,0,Carson-Ward,sherrivaughn@example.org,18
ORD1428,22-11-2024,24-11-2024,CUST865,Bradley Lindsey,Home Office,PROD8088,Cooking Oil,Grocery,West,Ohio,Lake Roberttown,3,3813,0,11439,9567.58,1871.42,Net Banking,Pending,Yes,39,Wright LLC,mwalker@example.com,5
ORD1429,18-05-2024,21-05-2024,CUST521,Joyce Ford,Corporate,PROD3434,Dining Table,Furniture,West,Mississippi,Hannahport,1,1698,5,1613.1,993.23,619.87,UPI,Returned,Yes,48,Long Inc,adam15@example.com,9
ORD1430,15-12-2024,19-12-2024,CUST555,Randall Levy,Home Office,PROD3301,Laptop,Electronics,East,New Jersey,Colinburgh,3,2887,0,8661,6776.03,1884.97,Debit Card,Cancelled,No,0,"Stewart, Parker and Webb",fosterbonnie@example.com,12
ORD1431,05-10-2024,06-10-2024,CUST867,Carl Marsh,Home Office,PROD1421,File Folder,Office Supplies,East,Texas,North Ryan,6,3419,15,17436.9,11730.13,5706.77,Debit Card,Delivered,No,0,Mitchell-Brewer,karenferrell@example.net,26
ORD1432,13-10-2025,17-10-2025,CUST684,Kelly Delgado,Consumer,PROD3885,Office Chair,Furniture,North,Oklahoma,South Jennifer,7,2571,15,15297.45,9610.37,5687.08,Credit Card,Delivered,Yes,29,"Cabrera, Banks and Mcdaniel",dcollins@example.net,7
ORD1433,25-10-2024,27-10-2024,CUST393,Mark Davis,Corporate,PROD1758,Sugar,Grocery,North,Hawaii,Medinashire,1,2267,10,2040.3,1555.18,485.12,Net Banking,Cancelled,No,0,"Cruz, Smith and Whitehead",kevintaylor@example.com,17
ORD1434,15-10-2025,17-10-2025,CUST634,Megan Hill,Consumer,PROD9392,Laptop,Electronics,North,North Dakota,Gregorychester,3,3082,0,9246,6986.04,2259.96,Credit Card,Delivered,No,0,Henderson-Hoffman,greenamanda@example.org,34
ORD1435,30-07-2024,01-08-2024,CUST797,Jeffery Brown,Consumer,PROD8857,Monitor,Electronics,South,Minnesota,West Apriltown,1,3007,5,2856.65,2408.03,448.62,Cash,Cancelled,Yes,39,Mathis-Dean,gperez@example.net,5
ORD1436,28-02-2024,06-03-2024,CUST887,Brian Clark,Consumer,PROD2218,Cooking Oil,Grocery,West,South Carolina,Lewiston,6,3598,20,17270.4,14516.86,2753.54,Cash,Pending,No,0,"Johnson, Weaver and Chavez",markmorgan@example.com,21
ORD1437,04-09-2024,10-09-2024,CUST663,Kimberly Washington,Corporate,PROD2407,Bookshelf,Furniture,West,Maine,Kevinburgh,4,2345,5,8911,7111.12,1799.88,Net Banking,Returned,Yes,37,Harrington-Swanson,john46@example.net,5
ORD1438,22-04-2025,27-04-2025,CUST299,Kathleen Hart,Home Office,PROD7088,Sugar,Grocery,West,Virginia,South Rhonda,1,2127,15,1807.95,1604.96,202.99,Cash,Cancelled,No,0,Carey PLC,adamjenkins@example.com,27
ORD1439,22-11-2024,26-11-2024,CUST270,Dawn Bennett DVM,Consumer,PROD1694,Sofa,Furniture,North,Alaska,Angelfurt,5,1932,15,8211,5343.47,2867.53,Debit Card,Delivered,No,0,"Bauer, Sexton and Saunders",forbeschristopher@example.net,45
ORD1440,25-09-2025,30-09-2025,CUST602,Tony Harrell,Home Office,PROD5357,Cooking Oil,Grocery,South,Minnesota,West Ginaborough,7,2418,20,13540.8,9030.43,4510.37,Credit Card,Cancelled,No,0,Merritt-Mejia,ashley61@example.com,32
ORD1441,19-09-2025,22-09-2025,CUST184,Toni Norris,Home Office,PROD4798,Keyboard,Electronics,South,Alabama,Sanchezland,5,2029,20,8116,5358.42,2757.58,UPI,Cancelled,No,0,Lee PLC,wesley53@example.org,45
ORD1442,08-05-2025,14-05-2025,CUST294,Bridget Carter,Consumer,PROD8787,Snacks,Grocery,West,Alabama,Penastad,10,3733,0,37330,29988.23,7341.77,Net Banking,Delivered,No,0,Jones LLC,amber60@example.org,26
ORD1443,25-07-2024,31-07-2024,CUST636,David Mcdonald,Home Office,PROD3144,Rice Bag,Grocery,North,Massachusetts,Alexisfort,1,3670,10,3303,2617.95,685.05,Credit Card,Pending,No,0,Gonzalez Ltd,nicole15@example.com,43
ORD1444,27-11-2024,03-12-2024,CUST285,Lisa Calderon,Consumer,PROD6298,Mouse,Electronics,East,Massachusetts,South Janicefurt,6,705,15,3595.5,2795.28,800.22,Credit Card,Cancelled,No,0,Chavez-Carpenter,ogordon@example.org,49
ORD1445,12-07-2024,15-07-2024,CUST366,Kathryn Rios,Corporate,PROD1036,Rice Bag,Grocery,East,Colorado,Donaldfort,4,773,5,2937.4,2007.27,930.13,Cash,Returned,No,0,Hanson-Hebert,davidjames@example.net,30
ORD1446,23-03-2025,29-03-2025,CUST321,Andrew Underwood,Consumer,PROD9376,Dining Table,Furniture,West,Montana,Lake Edwardmouth,1,195,5,185.25,115.38,69.87,Net Banking,Pending,No,0,"Smith, Rivera and Price",mmartinez@example.org,34
ORD1447,12-08-2024,17-08-2024,CUST500,James Gutierrez,Consumer,PROD5169,Rice Bag,Grocery,East,Iowa,Paulview,2,1534,15,2607.8,1637.72,970.08,Cash,Delivered,Yes,28,"Lee, Obrien and Clarke",katherine61@example.net,7
ORD1448,27-06-2025,29-06-2025,CUST343,Stephanie Rios,Consumer,PROD3468,Keyboard,Electronics,West,West Virginia,West Christopher,7,3390,5,22543.5,14892.08,7651.42,Cash,Returned,No,0,Roman-Moran,carlboyd@example.com,33
ORD1449,13-01-2025,20-01-2025,CUST685,Jacob Padilla,Home Office,PROD2160,Dining Table,Furniture,North,Utah,Jacksonville,9,2942,5,25154.1,15381.43,9772.67,UPI,Delivered,No,0,Villa Ltd,matthewmiranda@example.org,30
ORD1450,24-11-2024,01-12-2024,CUST505,Kathy Cordova,Consumer,PROD9280,Sugar,Grocery,East,Maryland,Thompsonstad,2,3049,20,4878.4,3329.79,1548.61,Credit Card,Returned,No,0,Fisher-Butler,shahlucas@example.net,18
ORD1451,26-04-2025,03-05-2025,CUST108,Mr. Andrew Lee,Consumer,PROD8603,Office Chair,Furniture,South,New York,Lake David,6,4429,5,25245.3,19083.58,6161.72,UPI,Delivered,No,0,Martinez PLC,weberjared@example.com,32
